State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Rate_100000,Rate_Level,Area_Name,POP_ESTIMATE
IA,Chickasaw,14,3.1,3.5,16,30,8.4,23,68,21,6,58,42,42,3279,56,95,68,2.7,15,20.8,173,8.8,0,8,80,23,9,5,64190,366.2333333,3,Chickasaw,11933
IA,Clarke,16,3.3,3.6,17,37,8.5,28,67,20,6,32,42,32,3781,53,93,52,2.8,18,7.5,140,8.9,1,13,79,33,12,2,52541,357.0666667,3,Clarke,9395
IA,Clay,13,3.2,3.5,16,35,8.2,21,76,21,6,80,93,378,3254,57,95,68,3.2,30,16.1,149,8.2,0,10,78,15,12,3,56338,272.3,1,Clay,16016
IA,Clayton,13,3.1,3.6,15,36,8.5,24,74,20,6,34,46,11,3654,53,91,60,3.2,28,21.0,60,9.4,0,11,79,26,7,1,53968,302.3666667,2,Clayton,17549
IA,Clinton,14,3.2,3.9,17,33,7.9,28,80,20,5,51,62,131,5334,57,87,63,3.2,38,16.6,484,10.4,0,11,82,24,12,6,51317,369.3,3,Clinton,46429
IA,Crawford,18,3.5,3.6,17,33,8.0,27,74,18,10,23,41,64,4699,43,88,47,3.4,30,10.6,59,8.8,0,11,81,17,12,9,54828,296.0666667,2,Crawford,16820
IA,Dallas,11,2.7,3.0,13,29,9.2,21,85,23,4,46,24,33,3413,58,98,85,1.7,15,8.8,192,9.2,0,10,86,23,8,1,87267,300.90833330000004,2,Dallas,93453
IA,Davis,14,3.3,3.7,17,26,8.1,23,49,19,11,45,33,11,3989,47,96,61,2.7,14,8.9,114,9.4,0,12,71,30,13,6,54830,374.4333333,3,Davis,9000
IA,Decatur,16,3.7,4.0,18,40,7.8,29,70,19,7,25,76,279,2697,39,96,55,2.2,25,7.5,0,9.0,0,16,68,30,18,4,41101,412.8,4,Decatur,7870
IA,Des Moines,15,3.6,4.0,19,37,7.4,27,76,19,5,68,69,202,5588,58,84,68,3.3,42,18.0,518,10.7,0,13,83,12,13,9,51805,361.2666667,3,Des Moines,38967
IA,Dickinson,12,3.0,3.4,15,28,8.5,22,91,20,5,76,76,52,2987,62,93,78,3.2,28,18.0,131,8.0,0,10,82,15,12,4,55603,292.8666667,2,Dickinson,17258
IA,Dubuque,12,2.9,3.6,16,34,8.1,26,85,24,4,79,75,161,9443,56,91,74,2.4,29,11.1,210,10.1,0,12,83,10,7,5,60367,312.1333333,2,Dubuque,97311
IA,Emmet,16,3.4,3.7,18,40,7.9,26,82,19,7,64,54,227,3225,54,94,71,2.7,33,21.2,393,8.0,0,10,75,20,7,9,51497,283.46666669999996,1,Emmet,9208
IA,Fayette,14,3.2,3.5,16,34,8.4,33,78,21,5,35,41,36,3076,37,91,67,3.0,33,20.2,279,9.4,1,12,76,23,13,2,50893,352.4875,2,Fayette,19650
IA,Floyd,14,3.4,3.8,16,41,8.0,29,77,19,6,38,44,13,5088,53,96,64,2.7,27,15.9,175,8.6,0,10,77,23,9,5,53811,329.4333333,2,Floyd,15642
IA,Franklin,16,3.4,3.7,17,45,8.3,30,73,19,8,30,40,10,2464,43,92,54,2.1,33,23.6,0,8.8,0,11,79,19,16,5,59367,331.6833333,2,Franklin,10070
IA,Fremont,13,3.2,3.6,16,33,6.8,27,45,19,5,14,14,29,4753,32,95,71,1.9,25,7.2,397,9.1,0,10,83,31,10,22,54658,323.1666667,2,Fremont,6960
IA,Greene,14,3.2,3.6,15,41,8.4,34,69,20,5,45,33,67,3295,63,84,67,2.3,28,25.6,77,8.8,0,12,79,26,19,4,51861,384.78333330000004,3,Greene,8888
IA,Grundy,11,2.8,3.3,14,31,8.9,24,72,21,4,24,24,41,2003,40,98,77,2.5,17,21.9,97,9.3,0,7,83,30,9,2,65060,314.5666667,2,Grundy,12232
IA,Guthrie,13,3.2,3.5,15,34,8.5,37,74,21,6,37,37,19,3808,55,98,71,2.6,30,20.6,33,8.8,0,13,79,42,8,4,60306,289.4,2,Guthrie,10689
IA,Hamilton,12,3.0,3.5,15,33,8.3,25,85,20,6,33,40,33,5009,53,96,70,2.7,16,14.6,211,9.1,0,12,83,23,12,6,56738,284.8333333,1,Hamilton,14773
IA,Hancock,13,3.1,3.4,14,34,8.5,23,76,21,5,28,56,9,3372,57,97,70,2.3,21,26.9,117,8.4,0,9,79,24,6,5,60859,327.45,2,Hancock,10630
IA,Hardin,14,3.1,3.5,15,42,8.5,24,85,19,5,47,77,53,2669,59,93,67,2.8,26,24.6,106,9.2,0,7,83,22,13,4,55303,335.8666667,2,Hardin,16846
IA,Harrison,14,3.2,3.5,16,40,8.3,25,51,20,5,35,50,28,1921,39,97,72,2.2,30,15.6,32,8.9,0,10,82,44,15,5,60044,319.2,2,Harrison,14049
IA,Henry,14,3.2,3.5,17,35,7.7,29,80,20,6,76,60,115,3530,53,91,62,2.5,36,12.6,225,10.3,0,11,84,21,7,10,55856,388.24285710000004,3,Henry,19954
